电视公告,#genre#
CCTV-3HD,http://120.76.248.139/live/bfgd/4200000062.m3u8
CCTV-4HD,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV-5HD,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV-5+HD,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV-6HD,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV-7HD,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV-8HD,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV-9HD,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV-10HD,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV-11HD,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV-12HD,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV-13HD,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV-14HD,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV-15HD,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV-17HD,http://120.76.248.139/live/bfgd/4200000204.m3u8
CGTN阿拉伯语,http://120.76.248.139/live/bfgd/4200000308.m3u8
CGTN西班牙语,http://120.76.248.139/live/bfgd/4200000306.m3u8
CGTN法语,http://120.76.248.139/live/bfgd/4200000307.m3u8
CGTN,http://120.76.248.139/live/bfgd/4200000134.m3u8
CGTN俄罗斯语,http://120.76.248.139/live/bfgd/4200000309.m3u8
中国教育1,http://120.76.248.139/live/bfgd/4200000135.m3u8
中国教育2,http://120.76.248.139/live/bfgd/4200000492.m3u8
CHC华诚影视,http://120.76.248.139/live/bfgd/4200000289.m3u8
安徽卫视HD,http://120.76.248.139/live/bfgd/4200000096.m3u8
北京卫视HD,http://120.76.248.139/live/bfgd/4200000083.m3u8
北京|北京纪实科教,http://120.76.248.139/live/bfgd/4200000113.m3u8
北京|北京卡酷少儿,http://120.76.248.139/live/bfgd/4200000106.m3u8
兵团卫视,http://120.76.248.139/live/bfgd/4200000124.m3u8
百姓健康,http://120.76.248.139/live/bfgd/4200000219.m3u8
北京|车迷频道,http://120.76.248.139/live/bfgd/4200000146.m3u8
重庆|重庆汽摩,http://120.76.248.139/live/bfgd/4200000168.m3u8
重庆卫视HD,http://120.76.248.139/live/bfgd/4200000107.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000636.m3u8
东方卫视HD,http://120.76.248.139/live/bfgd/4200000093.m3u8
东南卫视HD,http://120.76.248.139/live/bfgd/4200000483.m3u8
CCTV-电视指南,http://120.76.248.139/live/bfgd/4200000164.m3u8
中央新影-发现之旅,http://120.76.248.139/live/bfgd/4200000151.m3u8
CCTV-风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8
上海|法治天地,http://120.76.248.139/live/bfgd/4200000162.m3u8
广东卫视HD,http://120.76.248.139/live/bfgd/4200000092.m3u8
甘肃卫视HD,http://120.76.248.139/live/bfgd/4200000119.m3u8
河南|国学频道,http://120.76.248.139/live/bfgd/4200000169.m3u8
广西卫视HD,http://120.76.248.139/live/bfgd/4200000116.m3u8
贵州|天元围棋,http://120.76.248.139/live/bfgd/4200000633.m3u8
贵州卫视HD,http://120.76.248.139/live/bfgd/4200000101.m3u8
河南卫视HD,http://120.76.248.139/live/bfgd/4200000339.m3u8
湖北卫视HD,http://120.76.248.139/live/bfgd/4200000102.m3u8
河北卫视HD,http://120.76.248.139/live/bfgd/4200000108.m3u8
CCTV-怀旧剧场,http://120.76.248.139/live/bfgd/4200000224.m3u8
黑龙江卫视HD,http://120.76.248.139/live/bfgd/4200000095.m3u8
湖南|茶频道,http://120.76.248.139/live/bfgd/4200000181.m3u8
湖南|hnjykt,http://120.76.248.139/live/bfgd/4200000350.m3u8
湖南|快乐垂钓,http://120.76.248.139/live/bfgd/4200000228.m3u8
湖南卫视HD,http://120.76.248.139/live/bfgd/4200000086.m3u8
湖南|先锋乒羽,http://120.76.248.139/live/bfgd/4200000349.m3u8
北京|环球旅游,http://120.76.248.139/live/bfgd/4200000147.m3u8
吉林卫视HD,http://120.76.248.139/live/bfgd/4200000097.m3u8
江苏|财富天下,http://120.76.248.139/live/bfgd/4200000231.m3u8
江苏卫视HD,http://120.76.248.139/live/bfgd/4200000085.m3u8
辽宁|家庭理财,http://120.76.248.139/live/bfgd/4200000139.m3u8
江西卫视HD,http://120.76.248.139/live/bfgd/4200000098.m3u8
中央新影-老故事,http://120.76.248.139/live/bfgd/4200000166.m3u8
辽宁|鞍山新闻综合,http://120.76.248.139/live/bfgd/4200000274.m3u8
辽宁|辽宁北方,http://120.76.248.139/live/bfgd/4200000071.m3u8
辽宁|本溪新闻频道,http://120.76.248.139/live/bfgd/4200000312.m3u8
辽宁|朝阳新闻综合,http://120.76.248.139/live/bfgd/4200000282.m3u8
辽宁|辽宁导视,http://120.76.248.139/live/bfgd/4200000187.m3u8
辽宁|丹东新闻综合,http://120.76.248.139/live/bfgd/4200000276.m3u8
辽宁|大连新闻综合,http://120.76.248.139/live/bfgd/4200000273.m3u8
辽宁|辽宁都市,http://120.76.248.139/live/bfgd/4200000610.m3u8
辽宁|辽宁都市,http://120.76.248.139/live/bfgd/4200000068.m3u8
辽宁|抚顺新闻综合,http://120.76.248.139/live/bfgd/4200000275.m3u8
辽宁|阜新新闻综合,http://120.76.248.139/live/bfgd/4200000279.m3u8
辽宁|辽宁公共,http://120.76.248.139/live/bfgd/4200000481.m3u8
辽宁|辽宁公共,http://120.76.248.139/live/bfgd/4200000077.m3u8
辽宁|葫芦岛新闻综合,http://120.76.248.139/live/bfgd/4200000284.m3u8
辽宁|龙港综合,http://120.76.248.139/live/bfgd/4200000490.m3u8
辽宁|连山综合,http://120.76.248.139/live/bfgd/4200000491.m3u8
辽宁|辽宁经济,http://120.76.248.139/live/bfgd/4200000076.m3u8
辽宁|辽宁经济,http://120.76.248.139/live/bfgd/4200000480.m3u8
辽宁|辽宁教育青少,http://120.76.248.139/live/bfgd/4200000075.m3u8
辽宁|锦州新闻综合,http://120.76.248.139/live/bfgd/4200000277.m3u8
辽宁|辽阳新闻综合,http://120.76.248.139/live/bfgd/4200000280.m3u8
辽宁|盘锦新闻综合,http://120.76.248.139/live/bfgd/4200000283.m3u8
辽宁|辽宁生活,http://120.76.248.139/live/bfgd/4200000073.m3u8
辽宁|沈阳新闻,http://120.76.248.139/live/bfgd/4200000059.m3u8
辽宁|铁岭综合频道,http://120.76.248.139/live/bfgd/4200000281.m3u8
辽宁|辽宁体育,http://120.76.248.139/live/bfgd/4200000611.m3u8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000141.m3u8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000185.m3u8
辽宁卫视HD,http://120.76.248.139/live/bfgd/4200000058.m3u8
辽宁|营口新闻频道,http://120.76.248.139/live/bfgd/4200000278.m3u8
辽宁|辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8
海南卫视HD,http://120.76.248.139/live/bfgd/4200000473.m3u8
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8
CCTV-女性时尚,http://120.76.248.139/live/bfgd/4200000176.m3u8
宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8
山东|收藏天下,http://120.76.248.139/live/bfgd/4200000155.m3u8
四川卫视HD,http://120.76.248.139/live/bfgd/4200000103.m3u8
山东教育卫视,http://120.76.248.139/live/bfgd/4200000112.m3u8
山东卫视HD,http://120.76.248.139/live/bfgd/4200000099.m3u8
北京|四海钓鱼,http://120.76.248.139/live/bfgd/4200000229.m3u8
书画频道,http://120.76.248.139/live/bfgd/4200000180.m3u8
CCTV-世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8
农林卫视,http://120.76.248.139/live/bfgd/4200000122.m3u8
陕西卫视HD,http://120.76.248.139/live/bfgd/4200000512.m3u8
山西卫视,http://120.76.248.139/live/bfgd/4200000109.m3u8
深圳卫视HD,http://120.76.248.139/live/bfgd/4200000100.m3u8
新疆卫视,http://120.76.248.139/live/bfgd/4200000150.m3u8
上海|新视觉HD,http://120.76.248.139/live/bfgd/4200000249.m3u8
北京|生态环境频道,http://120.76.248.139/live/bfgd/4200000149.m3u8
西藏卫视,http://120.76.248.139/live/bfgd/4200000121.m3u8
延边卫视,http://120.76.248.139/live/bfgd/4200000117.m3u8
云南卫视HD,http://120.76.248.139/live/bfgd/4200000482.m3u8
北京|优优宝贝,http://120.76.248.139/live/bfgd/4200000153.m3u8
北京|中华特产,http://120.76.248.139/live/bfgd/4200000158.m3u8
浙江卫视HD,http://120.76.248.139/live/bfgd/4200000094.m3u8
甘肃|INBM证券服务,http://120.76.248.139/live/bfgd/4200000601.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000615.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000286.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000287.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000288.m3u8
甘肃|购物,http://120.76.248.139/live/bfgd/4200000626.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000290.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000291.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000292.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000293.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000295.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000296.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000297.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000298.m3u8


北京ID10,#genre#
//北京电视台

北京卫视,http://dsk.cc/bjtv/btime.php?id=bjws$北京时间网
北京文艺,http://dsk.cc/bjtv/btime.php?id=bjwy$北京时间网
北京影视,http://dsk.cc/bjtv/btime.php?id=bjys$北京时间网
北京财经,http://dsk.cc/bjtv/btime.php?id=bjcj$北京时间网
北京生活,http://dsk.cc/bjtv/btime.php?id=bjsh$北京时间网
北京新闻,http://dsk.cc/bjtv/btime.php?id=bjxw$北京时间网
卡酷少儿,http://dsk.cc/bjtv/btime.php?id=bjkk$北京时间网

北京卫视,http://dsk.cc/php/hndj.php?id=bjws$河南党教


北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/1.m3u8$海南移动V6
北京纪实科教,http://49.7.69.235/downflv.brtvcloud.com/8klive/8kliveok.m3u8$官方8K
北京纪实科教,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8$官方8K

通州融媒,http://221.219.65.45:18888/udp/239.3.1.221:8001
朝阳融媒,http://221.219.65.45:18888/udp/239.3.1.163:8001
北京IPTV淘剧场,http://221.219.65.45:18888/udp/239.3.1.95:8001
北京IPTV淘娱乐,http://221.219.65.45:18888/udp/239.3.1.100:8001
北京IPTV萌宠,http://221.219.65.45:18888/udp/239.3.1.102:8001
北京IPTV淘精彩,http://221.219.65.45:18888/udp/239.3.1.178:8001
北京IPTV淘BABY,http://221.219.65.45:18888/udp/239.3.1.238:8001
北京IPTV4K,http://221.219.65.45:18888/udp/239.3.1.249:8001
北京IPTV淘电影,http://221.219.65.45:18888/udp/239.3.1.250:8001
IPTV收视指南,http://221.219.65.45:18888/udp/239.3.1.193:8012
IPTV热播剧场,http://221.219.65.45:18888/udp/239.3.1.194:9020
IPTV经典电影,http://221.219.65.45:18888/udp/239.3.1.195:9024
IPTV魅力时尚,http://221.219.65.45:18888/udp/239.3.1.196:9012
IPTV少儿动画,http://221.219.65.45:18888/udp/239.3.1.199:9000
爱上4K,http://221.219.65.45:18888/udp/239.3.1.236:2000
大健康,http://221.219.65.45:18888/udp/239.3.1.251:8001
密云电视台,http://221.219.65.45:18888/udp/239.3.1.154:8001
晴采竞技,http://221.219.65.45:18888/udp/239.3.1.125:8001
晴采篮球,http://221.219.65.45:18888/udp/239.3.1.126:8001
晴采羽毛球,http://221.219.65.45:18888/udp/239.3.1.127:8001
晴采广场舞,http://221.219.65.45:18888/udp/239.3.1.128:8001
体育赛事,http://221.219.65.45:18888/udp/239.3.1.157:8176
北京房山电视台,http://221.219.65.45:18888/udp/239.3.1.96:8001
北京体育休闲,http://221.219.65.45:18888/udp/239.3.1.97:8001
北京纪实科教,http://221.219.65.45:18888/udp/239.3.1.115:8000
北京财经,http://221.219.65.45:18888/udp/239.3.1.116:8000
北京生活,http://221.219.65.45:18888/udp/239.3.1.117:8000
北京影视,http://221.219.65.45:18888/udp/239.3.1.158:8000
北京新闻,http://221.219.65.45:18888/udp/239.3.1.159:8000
北京文艺,http://221.219.65.45:18888/udp/239.3.1.242:8000
北京体育休闲,http://221.219.65.45:18888/udp/239.3.1.243:8000
北京国际频道,http://221.219.65.45:18888/udp/239.3.1.235:8000
卡酷少儿,http://221.219.65.45:18888/udp/239.3.1.189:8000
中国交通,http://221.219.65.45:18888/udp/239.3.1.188:8001
快乐垂钓,http://221.219.65.45:18888/udp/239.3.1.164:8001
茶频道,http://221.219.65.45:18888/udp/239.3.1.165:8001
BESTV,http://221.219.65.45:18888/udp/239.3.1.166:8001
时尚购物,http://221.219.65.45:18888/udp/239.3.1.181:8001
金鹰纪实,http://221.219.65.45:18888/udp/239.3.1.58:8156
熊猫频道,http://221.219.65.45:18888/udp/239.3.1.66:8068
每日影院,http://221.219.65.45:18888/udp/239.3.1.111:8001
幸福剧场,http://221.219.65.45:18888/udp/239.3.1.112:8001
幸福娱乐,http://221.219.65.45:18888/udp/239.3.1.113:8001
风尚生活,http://221.219.65.45:18888/udp/239.3.1.114:8001
纪实人文,http://221.219.65.45:18888/udp/239.3.1.212:8060
延庆TV,http://221.219.65.45:18888/udp/239.3.1.187:8001
城市剧场,http://221.219.65.45:18888/udp/239.3.1.67:4120
军旅剧场,http://221.219.65.45:18888/udp/239.3.1.68:4120
古装剧场,http://221.219.65.45:18888/udp/239.3.1.69:4120
音乐现场,http://221.219.65.45:18888/udp/239.3.1.70:4120
地理,http://221.219.65.45:18888/udp/239.3.1.71:4120
美妆,http://221.219.65.45:18888/udp/239.3.1.72:4120
健康,http://221.219.65.45:18888/udp/239.3.1.73:4120
精选,http://221.219.65.45:18888/udp/239.3.1.74:4120
解密,http://221.219.65.45:18888/udp/239.3.1.75:4120
军事,http://221.219.65.45:18888/udp/239.3.1.76:4120
国学,http://221.219.65.45:18888/udp/239.3.1.77:4120
戏曲,http://221.219.65.45:18888/udp/239.3.1.78:4120
早教,http://221.219.65.45:18888/udp/239.3.1.79:4120
动画,http://221.219.65.45:18888/udp/239.3.1.80:4120
好学生,http://221.219.65.45:18888/udp/239.3.1.81:4120
鉴赏,http://221.219.65.45:18888/udp/239.3.1.82:4120
墨宝,http://221.219.65.45:18888/udp/239.3.1.83:4120
光影,http://221.219.65.45:18888/udp/239.3.1.84:4120
台球,http://221.219.65.45:18888/udp/239.3.1.85:4120
爱生活,http://221.219.65.45:18888/udp/239.3.1.86:4120
武术,http://221.219.65.45:18888/udp/239.3.1.87:4120
高网,http://221.219.65.45:18888/udp/239.3.1.88:4120
足球,http://221.219.65.45:18888/udp/239.3.1.89:4120
武侠剧场,http://221.219.65.45:18888/udp/239.3.1.90:4120
喜剧影院,http://221.219.65.45:18888/udp/239.3.1.91:4120
动作影院,http://221.219.65.45:18888/udp/239.3.1.92:4120
家庭影院,http://221.219.65.45:18888/udp/239.3.1.93:4120
星影,http://221.219.65.45:18888/udp/239.3.1.94:4120
金鹰卡通,http://221.219.65.45:18888/udp/239.3.1.51:9252
财富天下,http://221.219.65.45:18888/udp/239.3.1.53:9136
嘉佳卡通,http://221.219.65.45:18888/udp/239.3.1.147:9268

北京文艺,http://115.171.216.91:4000/udp/225.1.8.22:8002
北京科教,http://115.171.216.91:4000/udp/225.1.8.105:8002
北京影视,http://115.171.216.91:4000/udp/225.1.8.82:8000
北京财经,http://115.171.216.91:4000/udp/225.1.8.106:8002
北京冬奥纪实,http://115.171.216.91:4000/udp/225.1.8.23:8002
北京生活,http://115.171.216.91:4000/udp/225.1.8.108:8002
北京青年,http://115.171.216.91:4000/udp/225.1.8.118:8002
北京新闻,http://115.171.216.91:4000/udp/225.1.8.83:8000
北京卡酷少儿,http://115.171.216.91:4000/udp/225.1.8.35:8000
北京冬奥纪实4K,http://115.171.216.91:4000/udp/225.1.8.120:8002
北京冬奥纪实4K,http://115.171.216.91:4000/udp/225.1.8.164:8002
房山,http://115.171.216.91:4000/udp/225.1.8.68:8002
朝阳融媒,http://115.171.216.91:4000/udp/225.1.8.69:8002
密云,http://115.171.216.91:4000/udp/225.1.8.75:8002
金鹰纪实,http://115.171.216.91:4000/udp/225.1.8.31:8156
纪实人文,http://115.171.216.91:4000/udp/225.1.8.53:8060
快乐垂钓,http://115.171.216.91:4000/udp/225.1.8.71:8002
茶频道,http://115.171.216.91:4000/udp/225.1.8.72:8002
每日影院,http://115.171.216.91:4000/udp/225.1.8.97:8002
幸福剧场,http://115.171.216.91:4000/udp/225.1.8.98:8002
幸福娱乐,http://115.171.216.91:4000/udp/225.1.8.99:8002
风尚生活,http://115.171.216.91:4000/udp/225.1.8.103:8002
中国足协杯,http://115.171.216.91:4000/udp/225.1.8.40:8184
体育赛事,http://115.171.216.91:4000/udp/225.1.8.81:8176
爱上4K,http://115.171.216.91:4000/udp/225.1.8.80:2000
北京IPTV淘精彩,http://115.171.216.91:4000/udp/225.1.8.33:8002
北京IPTV淘BABY,http://115.171.216.91:4000/udp/225.1.8.36:8002
北京IPTV淘剧场,http://115.171.216.91:4000/udp/225.1.8.37:8002
北京IPTV淘电影,http://115.171.216.91:4000/udp/225.1.8.38:8002
北京IPTV淘娱乐,http://115.171.216.91:4000/udp/225.1.8.61:8002
北京IPTV萌宠TV,http://115.171.216.91:4000/udp/225.1.8.63:8002
北京IPTV4K,http://115.171.216.91:4000/udp/225.1.8.211:8002
熊猫频道,http://115.171.216.91:4000/udp/225.1.8.210:8068
大健康,http://115.171.216.91:4000/udp/225.1.8.39:8002
聚鲨环球精选,http://115.171.216.91:4000/udp/225.1.8.58:8002
聚鲨北京,http://115.171.216.91:4000/udp/225.1.8.59:8002
聚鲨健康,http://115.171.216.91:4000/udp/225.1.8.60:8002
聚鲨生活,http://115.171.216.91:4000/udp/225.1.8.62:8002
聚鲨国际,http://115.171.216.91:4000/udp/225.1.8.66:8002
CGTN,http://115.171.216.91:4000/udp/225.1.8.116:8056
北京文艺,http://115.171.216.91:4000/udp/225.1.8.122:8002
北京科教,http://115.171.216.91:4000/udp/225.1.8.123:8002
北京影视,http://115.171.216.91:4000/udp/225.1.8.124:8002
北京财经,http://115.171.216.91:4000/udp/225.1.8.125:8002
北京冬奥纪实,http://115.171.216.91:4000/udp/225.1.8.126:8002
北京生活,http://115.171.216.91:4000/udp/225.1.8.127:8002
北京青年,http://115.171.216.91:4000/udp/225.1.8.128:8002
北京新闻,http://115.171.216.91:4000/udp/225.1.8.129:8002
北京卡酷少儿,http://115.171.216.91:4000/udp/225.1.8.130:8002
北京国际,http://115.171.216.91:4000/udp/225.1.8.131:8002
金鹰卡通,http://115.171.216.91:4000/udp/225.1.8.163:9252
财富天下,http://115.171.216.91:4000/udp/225.1.8.165:9136
嘉佳卡通,http://115.171.216.91:4000/udp/225.1.8.170:9268
IPTV收视指南,http://115.171.216.91:4000/udp/225.1.8.201:8012
IPTV热播剧场,http://115.171.216.91:4000/udp/225.1.8.202:9020
IPTV经典电影,http://115.171.216.91:4000/udp/225.1.8.203:9024
IPTV魅力时尚,http://115.171.216.91:4000/udp/225.1.8.204:9012
IPTV少儿动画,http://115.171.216.91:4000/udp/225.1.8.207:9000
城市剧场,http://115.171.216.91:4000/udp/225.1.8.227:4120
军旅剧场,http://115.171.216.91:4000/udp/225.1.8.228:4120
古装剧场,http://115.171.216.91:4000/udp/225.1.8.229:4120
音乐现场,http://115.171.216.91:4000/udp/225.1.8.230:4120
地理,http://115.171.216.91:4000/udp/225.1.8.231:4120
美妆,http://115.171.216.91:4000/udp/225.1.8.232:4120
美人,http://115.171.216.91:4000/udp/225.1.8.233:4120
精选,http://115.171.216.91:4000/udp/225.1.8.234:4120
解密,http://115.171.216.91:4000/udp/225.1.8.235:4120
军事,http://115.171.216.91:4000/udp/225.1.8.236:4120
国学,http://115.171.216.91:4000/udp/225.1.8.237:4120
戏曲,http://115.171.216.91:4000/udp/225.1.8.238:4120
早教,http://115.171.216.91:4000/udp/225.1.8.239:4120
动画,http://115.171.216.91:4000/udp/225.1.8.240:4120
好学生,http://115.171.216.91:4000/udp/225.1.8.241:4120
鉴赏,http://115.171.216.91:4000/udp/225.1.8.242:4120
墨宝,http://115.171.216.91:4000/udp/225.1.8.243:4120
光影,http://115.171.216.91:4000/udp/225.1.8.244:4120
台球,http://115.171.216.91:4000/udp/225.1.8.245:4120
爱生活,http://115.171.216.91:4000/udp/225.1.8.246:4120
武术,http://115.171.216.91:4000/udp/225.1.8.247:4120
高网,http://115.171.216.91:4000/udp/225.1.8.248:4120
足球,http://115.171.216.91:4000/udp/225.1.8.249:4120
武侠剧场,http://115.171.216.91:4000/udp/225.1.8.250:4120
喜剧影院,http://115.171.216.91:4000/udp/225.1.8.251:4120
动作影院,http://115.171.216.91:4000/udp/225.1.8.252:4120
家庭影院,http://115.171.216.91:4000/udp/225.1.8.253:4120
星影,http://115.171.216.91:4000/udp/225.1.8.254:4120
聚鲨环球精选,http://115.171.216.91:4000/udp/225.1.8.67:8002
聚鲨北京,http://115.171.216.91:4000/udp/225.1.8.70:8002
聚鲨健康,http://115.171.216.91:4000/udp/225.1.8.94:8002
聚鲨生活,http://115.171.216.91:4000/udp/225.1.8.95:8002
聚鲨国际,http://115.171.216.91:4000/udp/225.1.8.96:8002

天津ID11,#genre#

天津卫视,http://111.165.0.207:8888/udp/225.1.1.111:5002
天津新闻,http://111.165.0.207:8888/udp/225.1.1.130:5002
天津文艺,http://111.165.0.207:8888/udp/225.1.1.131:5002
天津影视,http://111.165.0.207:8888/udp/225.1.1.149:5002
天津都市,http://111.165.0.207:8888/udp/225.1.1.128:5002
天津体育,http://111.165.0.207:8888/udp/225.1.1.122:5002
天津科教,http://111.165.0.207:8888/udp/225.1.1.129:5002
天津少儿,http://111.165.0.207:8888/udp/225.1.1.125:5002
天津购物,http://111.165.0.207:8888/udp/225.1.1.151:5002
天津IPTV,http://111.165.0.207:8888/udp/225.1.2.123:5002

滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8$官方源
滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8$官方源
滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8$官方源
津南电视,http://play.jinnantv.top/live/JNTV1.m3u8$官方源


河北ID12,#genre#

石家庄新,http://pluslive1.sjzntv.cn/xmzh/HD/live.m3u8$官方源
石家庄娱,http://pluslive1.sjzntv.cn/yule/HD2/live.m3u8$官方源
石家庄生,http://pluslive1.sjzntv.cn/shenghuo/HD3/live.m3u8$官方源
石家庄都,http://pluslive1.sjzntv.cn/dushi/HD4/live.m3u8$官方源
鹿泉综合,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8$官方源
鹿泉二套,https://jwliveqxzb.hebyun.com.cn/luquaner/luquaner.m3u8$官方源
深泽电视,https://jwcdnqx.hebyun.com.cn/live/shenzedianshi/1500k/tzwj_video.m3u8$官方源
赞皇电视,http://p2bj.vzan.com/slowlive/435455898015647946/live.m3u8
赵县电视,http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream_360p/playlist.m3u8$官方源
邯郸新闻,http://live.hd.hdbs.cn/video/s10001-2021hdxwzh/index.m3u8$官方源
邯郸科技,http://live.hd.hdbs.cn/video/s10001-2021hdkjjy/index.m3u8$官方源
邯郸公共,http://live.hd.hdbs.cn/video/s10001-2021hdgg/index.m3u8$官方源
成安综艺,https://jwcdnqx.hebyun.com.cn/live/JYCA1/1500k/tzwj_video.m3u8$官方源
邱县一套,http://live.hd.hdbs.cn/video/s10013-qxds1/index.m3u8$官方源
邱县二套,http://live.hd.hdbs.cn/video/s10013-qxds2/index.m3u8$官方源
涉县新闻,https://jwcdnqx.hebyun.com.cn/live/SXTV1/1500k/tzwj_video.m3u8$官方源
滦南综合,ttp://tvnew.lnshw.com.cn:58123/live/mhllle.m3u8$官方源
承德平泉,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8$官方源
保定定州,https://jwliveqxzb.hebyun.com.cn/yspd/yspd.m3u8$官方源

山西ID13,#genre#

优购物,https://tvliveapp.ugoshop.com/ugotvlive/ugotv01.m3u8?auth_key=2274934552-0-0-dc8c9301c2face6c71c0851709bfac61$官方

高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8$官方
吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8$官方
晋中公共频道,http://jzlive.jztvnews.com:90/live/jzgg.m3u8$官方
晋中新闻频道,http://jzlive.jztvnews.com:90/live/jzzh.m3u8$官方
黎城综合频道,http://111.53.96.67:8081/live/1/index.m3u8$官方
灵石新闻综合,https://live-stream.lsxrmtzx.com/live/video.m3u8$官方
潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8$官方
运城新闻综合,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8$官方
运城公共频道,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8$官方
盐湖频道,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8$官方

长子综合频道,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8$官方

怀柔电视,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8$山西云
宁武综合,https://fvsln5ps.live.sxmty.com/live/hls/7922d2cdc4734bb3921826418cfa992d/cd7756e2135a48758e73017d502d8ec1-1.m3u8$山西云
五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8$山西云
武乡融媒体,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8$山西云
内蒙ID14,#genre#

兵团十四师昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8$官方

赤峰新闻综合频道,http://tvbox6.icu/tv/cfrtv.php?id=1$官方
赤峰影视娱乐频道,http://tvbox6.icu/tv/cfrtv.php?id=2$官方
赤峰经济服务频道,http://tvbox6.icu/tv/cfrtv.php?id=3$官方

鄂尔多斯新闻综合,http://live.erdszs.org.cn/lsdream/h2mxgj4/1000/live.m3u8$官方
鄂尔多斯经济服务,http://live.erdszs.org.cn/lsdream/ogvfqcp/1000/live.m3u8$官方
鄂尔多斯蒙语综合,http://live.erdszs.org.cn/lsdream/3lZr8dK/1000/live.m3u8$官方
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8$官方
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8$官方
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8$官方
兵团八师石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8$官方

辽宁ID15,#genre#
//辽宁电视台
辽宁卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000001945/1.m3u8$海南移动IPV6
辽宁卫视,http://tvbox6.com/tv/bfgd.php?id=058$北方广电
辽宁都市,http://tvbox6.com/tv/bfgd.php?id=610$北方广电
辽宁北方,http://tvbox6.com/tv/bfgd.php?id=071$北方广电
